discount_price,name,original_price,stock
119600.0,"Tecno Camon 19 6.8 FHD+,4GB/128GB,64MP/16MP,5000mAh -White",187200.0,Add to cart
142500.0,"XIAOMI Redmi Note 11, 4GB RAM,128GB ROM Dual SIM - Gray",195000.0,Add to cart
148690.0,"XIAOMI Poco M4 Pro, 6GB/128GB Memory - Power Black",165000.0,Add to cart
82900.0,"UMIDIGI Power 5 (4GB,128GB ROM) 6150mAh Android 11 Infrared Temperature Sensor 2.0 (16MP+8MP+5MP)+8MP 6.53FullView-SapphireBlue",129216.0,Add to cart
60000.0,XIAOMI Redmi A1+  2GB RAM 32GB ROM  5000mAH - Blue,75000.0,Add to cart
124300.0,"XIAOMI Poco M5, 6GB/128GB Memory - Black",180000.0,Add to cart
39900.0,Zealot S67 Big Battery 60W Wireless Bluetooth Zealot Best Speaker,80000.0,Add to cart
120000.0,"Samsung Galaxy S9 Plus (S9+) 6.2-Inch QHD (6GBRAM, 64GB ROM)  4G LTE  Android  9.0 Smartphone  Black",138000.0,Add to cart
67990.0,Blackview A70Pro Smartphone 32+4GB 13MP+5MP Camera  6.517' Inch Fingerprint Unlock Android 11-Black,129479.0,Add to cart
109624.0,"Samsung Galaxy A04s, 4GB/128GB Memory - Copper",129500.0,Add to cart
72990.0,"Tecno Pop 7 Pro (BF7) 6.6, 4GB RAM(Up To 7GB) + 64GB RAM, 5000mAh",90000.0,Add to cart
59990.0,"Infinix Smart 6 (X657) 6.6 HD+, 2GB RAM + 32GB ROM, 5000mAh, Android 10, 8MP Selfie + 8MP Camera, Fingerprint + Face ID - Black",70000.0,Add to cart
49990.0,"Huawei Refurbished  P Smart+2019 6.2  FHD+, 4GB + 128GB  Black",109990.0,Add to cart
137759.0,XIAOMI Redmi Note 11 Snapdragon 680  50MP Camera 4G/6G 128G,176096.0,Add to cart
54390.0,"Tecno POP 6 (BE7) 6.1 HD+, 2GB RAM + 32GB ROM, 5000mAh, 4G- Green",58000.0,Add to cart
111654.0,"Samsung Galaxy A14 - 6.6 (4GB RAM, 64GB ROM) Android 13 (50/5/2)MP + 13MP Selfie - Dual Sim - 5000mAh - Fingerprint - Face ID - Silver",128000.0,Add to cart
55060.0,"itel S18 6.6, 64GB ROM + 2GB RAM (UpTo 4GB), 5000mAh, 4G - Black",80000.0,Add to cart
31490.0,"itel A18 5.0 Screen, 32GB ROM + 1GB RAM, 2400mAh, Android 11, 3G",40000.0,Add to cart
